# DESeq2/Condition GF vs wt
NVE100	K07152
NVE16491	K05048
NVE16494	K04988
NVE16496	K14613
NVE16507	K20478
NVE16526	K02437
NVE16528	K12830
NVE1654	K00799
NVE16551	K00624
NVE16552	K00624
NVE16567	K03168
NVE16574	K16174
NVE1658	K00286
NVE16584	K14713
NVE16598	K12647
NVE16604	K20369
NVE16608	K05754
NVE16610	K14686
NVE16619	K01519
NVE16620	K10425
NVE16625	K20825
NVE16638	K14387
NVE16658	K02085
NVE1666	K13179
NVE1670	K10612
NVE16736	K11228
NVE1674	K13160
NVE16747	K00999
NVE16749	K00967
NVE16750	K17809
NVE16754	K01195
NVE16756	K06883
NVE16757	K09568
NVE16759	K12878
NVE16768	K00605
NVE1679	K10277
NVE16798	K10144
NVE168	K06106
NVE16809	K09228
NVE16812	K07126
NVE16830	K09572
NVE16831	K12487
NVE16846	K05743
NVE16855	K01581
NVE16859	K01922
NVE16875	K00573
NVE16876	K04448
NVE16879	K14293
NVE16882	K03250
NVE16888	K11108
NVE16891	K12896
NVE16892	K12896
NVE16900	K10457
NVE16903	K13482
NVE16912	K00915
NVE16915	K20520
NVE16923	K19608
NVE16926	K06767
NVE16945	K12304
NVE16946	K00666
NVE16957	K04707
NVE16994	K16471
NVE17003	K00365
NVE17019	K10454
NVE17026	K02946
NVE17049	K20526
NVE17074	K04716
NVE17076	K14683
NVE17088	K20828
NVE17098	K10260
NVE17099	K06724
NVE17104	K17094
NVE17128	K13122
NVE17138	K12383
NVE17149	K04968
NVE17153	K19870
NVE17154	K15410
NVE17181	K08369
NVE17186	K02207
NVE17197	K01868
NVE17198	K12383
NVE172	K00616
NVE1720	K20803
NVE17215	K03937
NVE17223	K08606
NVE1723	K09519
NVE17234	K11662
NVE17277	K10895
NVE17279	K00471
NVE17289	K13644
NVE173	K04515
NVE17309	K05360
NVE17310	K12478
NVE17322	K01900
NVE17340	K14771
NVE17350	K13165
NVE17351	K22071
NVE17353	K06620
NVE17359	K09973
NVE17360	K07375
NVE17366	K20310
NVE17367	K01008
NVE17369	K17698
NVE17374	K18465
NVE17377	K04150
NVE1740	K12470
NVE17403	K10890
NVE17404	K10478
NVE17407	K14322
NVE17411	K14820
NVE1744	K00266
NVE17462	K03029
NVE17474	K11861
NVE17481	K08202
NVE17521	K15734
NVE17523	K15084
NVE17549	K20178
NVE17550	K20178
NVE17562	K20051
NVE17569	K01948
NVE17570	K15048
NVE17611	K12035
NVE17623	K01426
NVE17628	K19197
NVE17632	K12229
NVE17642	K13649
NVE17646	K05747
NVE17669	K20126
NVE17672	K15015
NVE17685	K05858
NVE17689	K19680
NVE1774	K01870
NVE17752	K02930
NVE17778	K10408
NVE17787	K12302
NVE1780	K00444
NVE17802	K06777
NVE17813	K00856
NVE1783	K00572
NVE17852	K11857
NVE1787	K07575
NVE17877	K05619
NVE17881	K17571
NVE17882	K00758
NVE17892	K19907
NVE1790	K17566
NVE17918	K18258
NVE1793	K17087
NVE17949	K10356
NVE1795	K14830
NVE17975	K03320
NVE18014	K01555
NVE18016	K03113
NVE18019	K09516
NVE18021	K04266
NVE18023	K21398
NVE18033	K20185
NVE18035	K22291
NVE18060	K18401
NVE18061	K07208
NVE18069	K14324
NVE18071	K12191
NVE18073	K14383
NVE18075	K05758
NVE18079	K00757
NVE18081	K08360
NVE18094	K00973
NVE18105	K12323
NVE18114	K02270
NVE18136	K13100
NVE18137	K02208
NVE18172	K00512
NVE18222	K20293
NVE18225	K19192
NVE18235	K06571
NVE18254	K19862
NVE18255	K09995
NVE18262	K20303
NVE18264	K14961
NVE18267	K17916
NVE18284	K11251
NVE18300	K03259
NVE18310	K05323
NVE18311	K10408
NVE18317	K01697
NVE18326	K05051
NVE18329	K03063
NVE18332	K17512
NVE18333	K16530
NVE18355	K03037
NVE18374	K18055
NVE18378	K16726
NVE1844	K05195
NVE18452	K03137
NVE18476	K02180
NVE18480	K09360
NVE18484	K09355
NVE18506	K05765
NVE1852	K04984
NVE18524	K10641
NVE18540	K03990
NVE18541	K18617
NVE18548	K05592
NVE18553	K10691
NVE18569	K13515
NVE1857	K17495
NVE1858	K01556
NVE18585	K05673
NVE18587	K05673
NVE18588	K05673
NVE1859	K18668
NVE18628	K10133
NVE18629	K06176
NVE18678	K06054
NVE18680	K06054
NVE18682	K09090
NVE18683	K06054
NVE18684	K20292
NVE18687	K05996
NVE18696	K06071
NVE18699	K00939
NVE18711	K08738
NVE18719	K14938
NVE18735	K09502
NVE18757	K01930
NVE18760	K10423
NVE18762	K00541
NVE18765	K20121
NVE18766	K12662
NVE18772	K04967
NVE18776	K01528
NVE1879	K00234
NVE1880	K21421
NVE18808	K19911
NVE1882	K17253
NVE18849	K20526
NVE1885	K19721
NVE18852	K03126
NVE18853	K20302
NVE18862	K15305
NVE18879	K14863
NVE18882	K05192
NVE18893	K05208
NVE18895	K02599
NVE18909	K01847
NVE18923	K01267
NVE18924	K14163
NVE18925	K01886
NVE18936	K01301
NVE18940	K06943
NVE18965	K04564
NVE18979	K07151
NVE18986	K12188
NVE18987	K18732
NVE18989	K04077
NVE18990	K04078
NVE18992	K16774
NVE190	K03039
NVE19006	K10277
NVE19008	K20180
NVE19013	K13248
NVE19025	K08833
NVE19050	K00020
NVE19053	K19863
NVE19058	K07050
NVE19059	K11153
NVE19065	K04729
NVE19068	K10740
NVE19076	K02886
NVE1908	K04392
NVE19097	K13104
NVE19098	K07140
NVE19100	K10415
NVE19115	K02921
NVE19118	K14565
NVE19122	K03870
NVE19125	K02954
NVE19132	K15275
NVE19140	K01647
NVE19148	K07560
NVE19181	K04307
NVE19183	K05768
NVE19184	K05768
NVE19211	K15633
NVE19215	K22415
NVE1923	K13138
NVE19231	K00693
NVE1933	K10477
NVE1934	K05627
NVE19341	K08187
NVE19347	K17580
NVE19357	K05186
NVE1936	K03253
NVE19361	K05181
NVE19367	K04448
NVE19376	K13157
NVE19387	K03130
NVE19388	K00844
NVE19392	K15223
NVE19398	K11279
NVE1940	K03035
NVE19400	K11276
NVE1943	K10412
NVE19435	K11699
NVE19479	K01230
NVE19480	K10144
NVE19499	K08801
NVE19502	K09866
NVE19503	K00939
NVE19511	K17495
NVE19516	K11577
NVE19523	K15791
NVE19524	K00164
NVE19526	K00654
NVE19531	K14000
NVE19549	K19465
NVE19555	K07880
NVE19557	K07937
NVE19566	K13295
NVE19573	K14970
NVE19586	K11165
NVE19590	K01277
NVE19596	K12383
NVE19604	K21862
NVE19607	K16353
NVE19611	K00728
NVE19616	K17421
NVE19631	K06275
NVE19665	K18592
NVE19668	K16810
NVE19682	K08439
NVE19693	K01310
NVE19694	K04266
NVE1971	K11294
NVE1972	K12946
NVE19737	K17261
NVE19755	K06942
NVE19766	K07375
NVE19776	K04615
NVE19788	K14525
NVE19789	K14683
NVE19802	K00600
NVE19804	K19363
NVE19809	K01644
NVE19812	K18211
NVE19817	K02901
NVE19829	K11224
NVE19830	K02735
NVE19861	K21403
NVE19865	K00472
NVE1987	K13353
NVE19899	K01204
NVE1990	K08765
NVE19925	K22074
NVE19928	K01969
NVE19942	K15297
NVE19946	K02144
NVE19960	K06630
NVE19961	K03094
NVE19965	K12373
NVE1997	K12180
NVE19975	K12385
NVE19980	K00507
NVE19985	K20367
NVE19989	K00907
NVE19990	K00907
NVE19999	K20221
NVE20000	K01711
NVE20023	K18055
NVE20034	K10704
NVE20069	K16353
NVE20074	K15180
NVE20080	K11517
NVE20082	K13763
NVE20086	K07942
NVE20101	K02513
NVE20115	K20123
NVE20120	K02147
NVE20126	K11498
NVE20137	K08790
NVE20146	K09353
NVE20148	K06532
NVE20151	K00884
NVE2016	K06254
NVE20165	K11150
NVE20170	K13720
NVE20172	K14283
NVE20177	K16353
NVE20187	K07964
NVE2019	K04438
NVE2020	K14012
NVE20201	K20778
NVE20202	K02159
NVE20247	K08369
NVE20248	K11343
NVE2028	K05673
NVE20296	K14570
NVE20303	K05692
NVE20305	K05692
NVE20307	K09140
NVE20315	K16677
NVE20320	K21595
NVE20347	K14005
NVE20357	K01301
NVE20358	K17253
NVE20360	K17341
NVE20378	K13912
NVE20398	K07841
NVE20401	K09250
NVE20403	K10450
NVE20409	K00214
NVE20411	K00214
NVE20412	K03283
NVE20413	K19495
NVE20414	K22147
NVE20431	K04425
NVE20450	K14570
NVE20452	K01758
NVE20454	K03848
NVE20476	K05629
NVE20478	K17404
NVE20482	K04994
NVE20485	K00888
NVE20491	K00944
NVE20494	K12233
NVE20498	K20363
NVE20506	K10364
NVE20508	K00799
NVE2052	K04919
NVE2056	K04892
NVE20576	K11140
NVE2058	K01206
NVE20585	K04450
NVE20602	K02154
NVE20604	K06115
NVE20608	K10536
NVE20613	K20472
NVE20622	K11275
NVE20625	K11600
NVE2063	K11413
NVE20648	K19721
NVE20658	K14589
NVE2066	K06944
NVE20662	K14816
NVE20681	K06584
NVE20682	K02932
NVE20686	K01148
NVE20699	K05730
NVE20732	K09067
NVE20754	K06030
NVE20755	K02738
NVE20758	K14169
NVE20759	K15279
NVE20763	K17401
NVE20765	K17681
NVE20797	K00797
NVE2080	K02223
NVE20808	K13365
NVE20811	K00700
NVE20829	K00546
NVE20857	K15293
NVE20865	K01253
NVE20867	K06107
NVE20907	K15294
NVE2091	K10799
NVE20910	K03175
NVE20915	K10249
NVE2092	K15719
NVE20928	K03535
NVE20936	K01557
NVE20941	K00819
NVE20942	K14611
NVE20950	K01883
NVE20955	K16575
NVE20957	K11129
NVE20960	K04150
NVE20979	K15263
NVE20982	K18416
NVE20983	K03575
NVE20984	K10660
NVE20987	K15167
NVE20993	K18674
NVE20997	K15213
NVE21002	K08064
NVE21004	K04796
NVE21011	K02259
NVE21013	K06173
NVE21027	K07119
NVE21029	K20840
NVE21037	K05673
NVE21043	K04988
NVE21054	K06210
NVE21055	K08957
NVE21057	K18123
NVE21062	K14794
NVE21074	K17341
NVE21086	K03424
NVE21090	K04448
NVE21091	K08741
NVE21095	K19369
NVE21105	K19721
NVE21107	K19721
NVE21109	K08517
NVE21116	K18263
NVE21117	K08631
NVE21121	K01530
NVE21126	K20795
NVE21130	K20795
NVE21131	K12132
NVE21137	K19907
NVE21138	K19904
NVE21168	K20175
NVE21175	K11086
NVE2118	K06537
NVE21203	K10151
NVE21222	K07937
NVE21228	K21396
NVE2123	K11434
NVE21236	K03509
NVE21247	K08202
NVE21249	K16353
NVE21257	K16198
NVE21267	K02726
NVE21269	K01876
NVE21271	K00942
NVE21274	K11827
NVE21277	K12362
NVE21284	K05858
NVE21302	K02864
NVE21309	K07002
NVE21359	K19685
NVE21361	K15498
NVE21377	K01895
NVE2138	K07944
NVE21382	K17609
NVE21389	K10808
NVE21409	K17254
NVE21410	K10739
NVE21432	K00031
NVE21434	K09396
NVE21438	K05181
NVE21445	K09332
NVE21450	K13203
NVE21451	K12741
NVE21452	K01836
NVE21454	K02332
NVE21455	K01893
NVE21471	K04910
NVE21498	K20349
NVE21503	K00922
NVE21507	K02955
NVE21509	K05312
NVE21513	K19970
NVE21514	K10752
NVE21530	K22070
NVE21542	K10457
NVE21547	K04809
NVE21560	K19525
NVE21564	K19525
NVE21575	K01322
NVE21577	K11972
NVE21578	K02885
NVE21586	K08606
NVE21606	K14079
NVE2161	K02947
NVE21620	K12391
NVE21625	K17253
NVE21628	K04988
NVE21630	K17253
NVE21632	K10454
NVE21641	K06875
NVE21647	K00290
NVE21652	K14767
NVE2172	K04043
NVE21727	K13866
NVE21734	K03833
NVE21738	K00485
NVE21741	K15306
NVE21774	K00488
NVE21775	K12856
NVE21785	K14308
NVE21786	K03252
NVE21843	K00297
NVE21844	K19934
NVE21851	K04397
NVE21861	K11826
NVE21877	K04615
NVE21878	K00049
NVE21891	K00746
NVE21910	K18584
NVE2193	K12035
NVE21933	K14312
NVE2194	K12035
NVE21967	K02940
NVE21968	K14209
NVE21969	K05864
NVE21987	K14007
NVE21991	K14616
NVE21993	K09608
NVE21995	K21989
NVE21996	K21989
NVE21999	K17503
NVE22025	K00477
NVE22030	K09850
NVE22032	K13192
NVE22038	K05749
NVE22039	K05749
NVE22045	K09608
NVE2205	K15381
NVE22059	K15683
NVE22157	K03781
NVE22173	K16726
NVE22188	K14213
NVE22191	K17595
NVE22192	K05289
NVE22193	K00413
NVE22194	K02449
NVE222	K06067
NVE22201	K05695
NVE2223	K00544
NVE22241	K14309
NVE22243	K17509
NVE22250	K12132
NVE22265	K19942
NVE2228	K00128
NVE22288	K02516
NVE22293	K03238
NVE22299	K13051
NVE2230	K12176
NVE22317	K01596
NVE22318	K01596
NVE22347	K01939
NVE22362	K00658
NVE22372	K04482
NVE22376	K01724
NVE22377	K02209
NVE22378	K06269
NVE22395	K13025
NVE224	K00940
NVE22411	K03233
NVE22414	K00963
NVE22425	K11665
NVE22428	K02730
NVE22444	K01958
NVE22445	K01958
NVE22448	K10667
NVE22453	K04988
NVE22457	K00670
NVE22467	K10601
NVE22473	K08003
NVE22503	K00710
NVE22509	K13278
NVE2252	K13044
NVE22524	K04223
NVE22525	K04079
NVE2253	K07178
NVE22530	K02183
NVE22537	K05546
NVE22539	K08585
NVE22553	K01166
NVE2256	K02915
NVE22567	K11584
NVE22570	K17770
NVE22575	K21737
NVE22588	K03265
NVE22615	K00128
NVE22651	K01923
NVE22661	K11807
NVE2267	K07376
NVE22672	K03062
NVE22673	K13187
NVE22695	K06099
NVE22697	K13646
NVE227	K14003
NVE2271	K02342
NVE22712	K10643
NVE2273	K05306
NVE22740	K15290
NVE2275	K00213
NVE22752	K03294
NVE22753	K15734
NVE22759	K13111
NVE2277	K07376
NVE22770	K07386
NVE2284	K02888
NVE22853	K18237
NVE22856	K09583
NVE22861	K02206
NVE22894	K05051
NVE22895	K13750
NVE22939	K14015
NVE2295	K02929
NVE22958	K18666
NVE22973	K15303
NVE22974	K14537
NVE22976	K03505
NVE22978	K07752
NVE22979	K18423
NVE22991	K16353
NVE23006	K09291
NVE23023	K18260
NVE23028	K15789
NVE23033	K05218
NVE23034	K08187
NVE23047	K01148
NVE23052	K06630
NVE23053	K14809
NVE2307	K06171
NVE23079	K15181
NVE2309	K00236
NVE23141	K05673
NVE23142	K18461
NVE2315	K05673
NVE23160	K04399
NVE23166	K19328
NVE23170	K21752
NVE23171	K01482
NVE2318	K08187
NVE23181	K05765
NVE23182	K11252
NVE23190	K22390
NVE23197	K05127
NVE23199	K22198
NVE23200	K02149
NVE23201	K20352
NVE23211	K08493
NVE23257	K01958
NVE2326	K15712
NVE23271	K04739
NVE23279	K04794
NVE2328	K13868
NVE23281	K04688
NVE23283	K10756
NVE23285	K20478
NVE23286	K14568
NVE23298	K03237
NVE23299	K13344
NVE23306	K08467
NVE23310	K00876
NVE23323	K13868
NVE23334	K12351
NVE23354	K19199
NVE23359	K05673
NVE2336	K17086
NVE23390	K17725
NVE234	K10436
NVE23407	K16762
NVE23418	K04127
NVE23429	K12739
NVE2343	K05396
NVE23430	K05023
NVE23439	K10366
NVE23450	K11461
NVE23472	K10382
NVE23535	K05906
NVE23555	K15542
NVE23561	K01047
NVE23568	K13346
NVE23572	K09877
NVE23582	K13280
NVE23589	K04796
NVE23607	K16669
NVE23609	K16669
NVE2365	K00626
NVE23672	K05759
NVE23676	K07756
NVE23687	K20290
NVE23701	K02886
NVE23706	K01070
NVE23710	K20282
NVE2372	K04607
NVE23723	K06275
NVE2377	K11564
NVE23794	K16746
NVE23796	K03012
NVE2380	K13154
NVE23805	K06254
NVE23810	K01310
NVE23813	K00134
NVE23815	K01183
NVE23818	K01689
NVE23819	K04536
NVE23820	K07903
NVE23825	K14835
NVE23846	K07941
NVE23858	K01359
NVE23864	K04507
NVE23865	K01231
NVE239	K03434
NVE23920	K00681
NVE23921	K04248
NVE23924	K04249
NVE23926	K18024
NVE23931	K07939
NVE23932	K01179
NVE2394	K11787
NVE23951	K17543
NVE23952	K11173
NVE23965	K02883
NVE23970	K19683
NVE23975	K03540
NVE23976	K02257
NVE23978	K07195
NVE23990	K10949
NVE24009	K02267
NVE24030	K12132
NVE24041	K11252
NVE24069	K03652
NVE24079	K14775
NVE24083	K10577
NVE24095	K04988
NVE24121	K04739
NVE24123	K10380
NVE24126	K04969
NVE24132	K13212
NVE24134	K01530
NVE24140	K00789
NVE24144	K01887
NVE24167	K19478
NVE24168	K11654
NVE24169	K10185
NVE24172	K16480
NVE2418	K04593
NVE24181	K01025
NVE24188	K12751
NVE24193	K05673
NVE24194	K01558
NVE242	K02156
NVE24214	K02295
NVE2425	K19947
NVE24269	K12021
NVE24283	K08813
NVE24288	K05619
NVE24297	K00261
NVE24302	K04434
NVE24309	K01052
NVE24311	K01302
NVE2436	K02374
NVE24383	K06874
NVE24391	K10803
NVE24412	K19678
NVE24414	K18628
NVE24422	K06675
NVE2445	K00128
NVE2446	K12382
NVE24473	K08764
NVE24484	K10580
NVE24493	K17267
NVE24522	K13699
NVE24524	K15015
NVE24526	K08766
NVE24532	K13862
NVE2456	K20478
NVE24573	K09228
NVE24594	K17824
NVE24597	K00738
NVE24600	K09515
NVE24608	K00274
NVE24621	K00815
NVE24627	K00565
NVE24635	K03783
NVE24637	K12875
NVE24640	K13868
NVE24642	K08956
NVE24656	K01673
NVE24698	K04443
NVE247	K15423
NVE24723	K04499
NVE24728	K01869
NVE24732	K01183
NVE24739	K15605
NVE24741	K17806
NVE24754	K00181
NVE24783	K17614
NVE24795	K00294
NVE24797	K17079
NVE24804	K05015
NVE24806	K01769
NVE24812	K00471
NVE24813	K00471
NVE24815	K13866
NVE24826	K00456
NVE24832	K14797
NVE24834	K05463
NVE24836	K15865
NVE24872	K06238
NVE24881	K00315
NVE24887	K06961
NVE2489	K20360
NVE24898	K17985
NVE24911	K15601
NVE24912	K14001
NVE2492	K04612
NVE24920	K09345
NVE2493	K06974
NVE24946	K08239
NVE24947	K14026
NVE24950	K11660
NVE2496	K01835
NVE24963	K14693
NVE24983	K10649
NVE24988	K21548
NVE24992	K09569
NVE24996	K19196
NVE24997	K21870
NVE25	K03259
NVE250	K03255
NVE25000	K13963
NVE25006	K07232
NVE2501	K05857
NVE25011	K00597
NVE25016	K09553
NVE25021	K09491
NVE25022	K00512
NVE25028	K00621
NVE25029	K17610
NVE2505	K12663
NVE25055	K05695
NVE25076	K17260
NVE2508	K12396
NVE25081	K01858
NVE25084	K00784
NVE25092	K05034
NVE2510	K08375
NVE25120	K18729
NVE25125	K16576
NVE25126	K07874
NVE2516	K01426
NVE2517	K06639
NVE25196	K16765
NVE25197	K03105
NVE25203	K10716
NVE25218	K06819
NVE25222	K05673
NVE25223	K17795
NVE25230	K11969
NVE25243	K00799
NVE25249	K13094
NVE25254	K01276
NVE25257	K02649
NVE25265	K11647
NVE25266	K12389
NVE25267	K12389
NVE25273	K03386
NVE25280	K06711
NVE25305	K20644
NVE25308	K12132
NVE25321	K00252
NVE25325	K20820
NVE25329	K04150
NVE25332	K06238
NVE25334	K06238
NVE2534	K11248
NVE25345	K15425
NVE25346	K19416
NVE25360	K00846
NVE25373	K09851
NVE25388	K17543
NVE2539	K05765
NVE25426	K07515
NVE25441	K04984
NVE25458	K08868
NVE25467	K00857
NVE25476	K11143
NVE25488	K19347
NVE25492	K13516
NVE255	K06238
NVE25517	K04456
NVE25544	K04795
NVE25552	K12840
NVE25559	K00227
NVE25575	K16353
NVE25587	K12883
NVE25596	K04256
NVE25599	K00474
NVE25606	K03016
NVE25609	K00943
NVE25610	K09225
NVE25611	K04984
NVE2562	K10350
NVE25651	K08228
NVE25653	K12459
NVE25664	K08202
NVE25674	K10575
NVE25689	K18082
NVE25692	K16669
NVE25693	K02358
NVE25695	K11308
NVE25698	K12893
NVE25706	K11394
NVE25754	K08734
NVE25777	K09624
NVE25785	K04266
NVE25828	K08669
NVE25833	K22387
NVE25865	K09493
NVE25875	K12132
NVE25929	K20819
NVE25931	K09554
NVE25941	K05034
NVE25962	K01619
NVE25965	K05236
NVE25966	K14753
NVE25969	K10482
NVE25990	K19873
NVE26008	K20173
NVE26013	K00461
NVE26014	K08151
NVE2603	K19328
NVE26036	K17043
NVE26067	K00742
NVE26069	K08606
NVE26074	K13251
NVE26076	K07293
NVE26083	K00734
NVE26088	K04500
NVE26092	K07525
NVE26093	K01415
NVE26097	K02353
NVE26101	K03189
NVE26102	K17500
NVE26110	K19464
NVE26111	K12861
NVE26113	K09459
NVE26114	K20198
NVE26119	K00981
NVE26120	K04802
NVE26144	K15438
NVE26168	K04649
NVE262	K16938
NVE26200	K08056
NVE26204	K17408
NVE26208	K05678
NVE26215	K01077
NVE2635	K12132
NVE2637	K10606
NVE2641	K12403
NVE2689	K03377
NVE2694	K12132
NVE2699	K07374
NVE2702	K07374
NVE2706	K15235
NVE2723	K07556
NVE2726	K10427
NVE2733	K00262
NVE2735	K04364
NVE274	K17497
NVE276	K08375
NVE2764	K12485
NVE277	K08375
NVE2772	K04988
NVE2773	K06639
NVE2792	K13238
NVE2820	K00940
NVE2822	K00940
NVE2825	K12585
NVE2832	K09608
NVE2835	K01186
NVE287	K01069
NVE2870	K05692
NVE2871	K18441
NVE2898	K18047
NVE2908	K00457
NVE2923	K10599
NVE2932	K16942
NVE2937	K09577
NVE2949	K19681
NVE2956	K17579
NVE296	K19948
NVE2960	K17259
NVE2963	K16896
NVE2965	K08606
NVE2991	K14857
NVE2993	K13216
NVE30	K17428
NVE3014	K00419
NVE3030	K13051
NVE3047	K04615
NVE3048	K04615
NVE3062	K01638
NVE3064	K11088
NVE3065	K05853
NVE3068	K10373
NVE3069	K10766
NVE3074	K18529
NVE3078	K02266
NVE3079	K06942
NVE3081	K07903
NVE3082	K05725
NVE3083	K01011
NVE3085	K00248
NVE3094	K14298
NVE31	K19405
NVE3113	K20478
NVE3124	K19269
NVE314	K07301
NVE3145	K02210
NVE3182	K20828
NVE3184	K14800
NVE319	K08336
NVE3191	K00323
NVE3197	K22385
NVE3211	K21873
NVE3215	K04960
NVE3216	K15445
NVE3217	K01176
NVE3220	K03868
NVE3248	K12489
NVE3249	K17784
NVE3259	K00010
NVE3268	K15284
NVE3272	K01890
NVE3273	K05673
NVE3274	K11456
NVE3275	K00852
NVE3278	K17360
NVE3285	K00789
NVE3286	K00789
NVE3289	K11095
NVE3324	K19363
NVE3331	K02969
NVE3334	K02969
NVE3350	K06234
NVE3351	K02993
NVE3355	K00318
NVE3366	K14788
NVE3370	K01480
NVE3372	K20299
NVE3391	K09680
NVE3402	K07189
NVE3404	K00280
NVE3436	K09377
NVE3451	K12384
NVE3462	K18592
NVE3466	K06965
NVE3467	K11540
NVE3468	K15620
NVE3478	K07515
NVE3498	K08547
NVE35	K11436
NVE3513	K01262
NVE3515	K14559
NVE3561	K00079
NVE3566	K01648
NVE3568	K10172
NVE3584	K19640
NVE3585	K01934
NVE3593	K19360
NVE3613	K16353
NVE3615	K10419
NVE3618	K06185
NVE3620	K06963
NVE3621	K02091
NVE3623	K12261
NVE3625	K15014
NVE3628	K07378
NVE363	K01681
NVE3639	K13194
NVE364	K03267
NVE3656	K09527
NVE3698	K07565
NVE3700	K04393
NVE3702	K03420
NVE3721	K13299
NVE3725	K01415
NVE3738	K00128
NVE3742	K16833
NVE3747	K11345
NVE3751	K03065
NVE3753	K03439
NVE3773	K00854
NVE3780	K11863
NVE3781	K10661
NVE3788	K01349
NVE3791	K06711
NVE3794	K10329
NVE380	K04405
NVE3802	K03217
NVE3816	K09584
NVE3823	K04984
NVE3827	K14397
NVE3847	K12194
NVE3854	K12410
NVE3893	K17928
NVE3897	K00659
NVE39	K02311
NVE3914	K20128
NVE3918	K09542
NVE3929	K14455
NVE3937	K04371
NVE3942	K17046
NVE3943	K17046
NVE3958	K07369
NVE3965	K05673
NVE3966	K05673
NVE3981	K11583
NVE4002	K02684
NVE4003	K02684
NVE4019	K16802
NVE402	K05312
NVE4020	K00602
NVE4027	K11984
NVE4028	K17924
NVE4030	K00006
NVE4032	K00058
NVE4035	K04351
NVE4036	K04351
NVE4051	K03104
NVE4068	K05692
NVE4098	K11843
NVE41	K12825
NVE4103	K01907
NVE4109	K07936
NVE4111	K01841
NVE4118	K18629
NVE412	K19513
NVE4121	K17362
NVE4127	K02265
NVE4157	K03115
NVE4158	K02326
NVE416	K12195
NVE4170	K09578
NVE4179	K13912
NVE4198	K07195
NVE420	K02939
NVE4208	K10297
NVE4209	K03283
NVE4213	K18040
NVE4223	K00767
NVE4232	K00471
NVE4236	K17264
NVE4258	K12164
NVE4264	K20879
NVE4283	K19367
NVE4295	K12886
NVE4297	K16571
NVE4306	K05606
NVE431	K18466
NVE4310	K11373
NVE4311	K11373
NVE4313	K10277
NVE4352	K12581
NVE4354	K14799
NVE4355	K19519
NVE4363	K10185
NVE4366	K13133
NVE4370	K01493
NVE4409	K01953
NVE441	K11504
NVE4411	K12389
NVE4413	K18208
NVE442	K14004
NVE4427	K06700
NVE4428	K18041
NVE4432	K00164
NVE4434	K07918
NVE4435	K18402
NVE4437	K09584
NVE444	K20100
NVE4443	K17871
NVE445	K02999
NVE4456	K00714
NVE4477	K14564
NVE4480	K20411
NVE4490	K08568
NVE4506	K15075
NVE4509	K06835
NVE4523	K22376
NVE456	K05636
NVE4567	K06532
NVE4573	K01810
NVE4574	K20880
NVE4578	K11876
NVE4582	K03936
NVE459	K04513
NVE460	K17732
NVE461	K02729
NVE462	K13985
NVE4624	K15192
NVE4637	K05763
NVE4645	K20121
NVE4661	K05673
NVE4662	K16768
NVE4668	K10532
NVE4683	K03687
NVE4694	K00615
NVE4696	K20520
NVE4716	K07192
NVE4731	K03929
NVE4733	K15437
NVE4736	K02936
NVE4740	K06619
NVE4741	K11089
NVE4742	K11089
NVE476	K15901
NVE4768	K15028
NVE4772	K14780
NVE4775	K10479
NVE4780	K08520
NVE4786	K01738
NVE4822	K05181
NVE4827	K17823
NVE4833	K13577
NVE4835	K14557
NVE4852	K12873
NVE4853	K12471
NVE4855	K03098
NVE4856	K03098
NVE4860	K04988
NVE4881	K10086
NVE4883	K13912
NVE4886	K03124
NVE4890	K02952
NVE4895	K14768
NVE4896	K01206
NVE4940	K14398
NVE4945	K04874
NVE4952	K07277
NVE4961	K03010
NVE5	K18327
NVE5002	K16540
NVE5003	K12845
NVE5007	K02258
NVE5010	K12462
NVE5022	K06843
NVE5027	K08501
NVE5050	K15791
NVE5062	K05038
NVE5100	K00864
NVE5115	K14613
NVE5120	K00471
NVE514	K10755
NVE5154	K01674
NVE5186	K14620
NVE5191	K10252
NVE5193	K07877
NVE5195	K21198
NVE5197	K16532
NVE520	K19603
NVE5200	K01872
NVE5203	K09503
NVE5210	K06711
NVE5212	K06711
NVE5214	K08369
NVE5223	K01365
NVE5234	K06051
NVE5235	K17433
NVE5259	K02937
NVE5262	K10299
NVE5266	K20400
NVE5273	K17597
NVE5277	K16186
NVE5282	K04398
NVE5285	K19754
NVE5287	K12667
NVE5296	K12833
NVE5331	K09381
NVE5349	K05728
NVE536	K15637
NVE5379	K15076
NVE5385	K05863
NVE5390	K15101
NVE5391	K00286
NVE5395	K08183
NVE5398	K07189
NVE5399	K09667
NVE5408	K09057
NVE5421	K13649
NVE5422	K07378
NVE5424	K12319
NVE5425	K12318
NVE5426	K12319
NVE5441	K11971
NVE5443	K11968
NVE5446	K05093
NVE5447	K19873
NVE545	K08892
NVE546	K12132
NVE5461	K00311
NVE5467	K04362
NVE5469	K04615
NVE5471	K09366
NVE5475	K03849
NVE5478	K00729
NVE5502	K18410
NVE551	K01079
NVE5513	K11170
NVE5519	K02520
NVE5521	K14553
NVE5525	K14209
NVE5526	K14209
NVE5531	K07841
NVE555	K00327
NVE5553	K00411
NVE5555	K03213
NVE5563	K08009
NVE5592	K04392
NVE5600	K02727
NVE5606	K22078
NVE5612	K00913
NVE5619	K00939
NVE563	K05756
NVE5647	K15377
