"","transcript","ORF","cluster","bE","bJ","bA","SP","No.TM","KO","Kegg"
"26416","NVE14875","Gene.22815::NVE14875::g.22815::m.22815","cluster502",0,0,0,"N",0,"",""
"26417","NVE14875","Gene.22816::NVE14875::g.22816::m.22816","cluster3442",0,0,0,"N",0,"",""
"26418","NVE14877","Gene.22818::NVE14877::g.22818::m.22818","cluster627",0,0,0,"N",0,"",""
"26419","NVE14878","Gene.22819::NVE14878::g.22819::m.22819","cluster43",0,0,0,"N",0,"",""
"26420","NVE14878","Gene.22820::NVE14878::g.22820::m.22820","cluster2727",0,0,0,"N",0,"",""
"26421","NVE14878","Gene.22821::NVE14878::g.22821::m.22821","cluster7042",0,0,0,"Y",0,"",""
"26422","NVE14879","Gene.22822::NVE14879::g.22822::m.22822","cluster43",0,0,0,"N",0,"",""
"26423","NVE14879","Gene.22823::NVE14879::g.22823::m.22823","cluster697",0,0,0,"N",0,"",""
"26424","NVE14880","Gene.22824::NVE14880::g.22824::m.22824","cluster8147",0,0,0,"N",0,"",""
"26426","NVE14882","Gene.22827::NVE14882::g.22827::m.22827","cluster181",0,0,0,"N",0,"",""
"26429","NVE14886","Gene.22833::NVE14886::g.22833::m.22833","cluster51",0,0,0,"N",0,"",""
"26430","NVE14886","Gene.22834::NVE14886::g.22834::m.22834","cluster4781",0,0,0,"N",0,"",""
"26431","NVE14887","Gene.22835::NVE14887::g.22835::m.22835","cluster181",0,0,0,"N",0,"",""
"26433","NVE14891","Gene.22839::NVE14891::g.22839::m.22839","cluster25",0,0,0,"N",0,"",""
"26434","NVE14891","Gene.22840::NVE14891::g.22840::m.22840","cluster8465",0,0,0,"N",1,"",""
"26435","NVE14891","Gene.22841::NVE14891::g.22841::m.22841","cluster4756",0,0,0,"N",0,"",""
"26436","NVE14891","Gene.22842::NVE14891::g.22842::m.22842","cluster322",0,0,0,"N",1,"",""
"26437","NVE14892","Gene.22843::NVE14892::g.22843::m.22843","cluster2402",0,0,0,"N",0,"",""
"26438","NVE14893","Gene.22844::NVE14893::g.22844::m.22844","cluster2402",0,0,0,"N",0,"",""
"26439","NVE14893","Gene.22845::NVE14893::g.22845::m.22845","cluster1421",0,0,0,"N",0,"",""
"26440","NVE14893","Gene.22846::NVE14893::g.22846::m.22846","cluster2299",0,0,0,"N",0,"",""
"26441","NVE14894","Gene.22847::NVE14894::g.22847::m.22847","cluster905",0,0,0,"N",0,"",""
"26442","NVE14894","Gene.22848::NVE14894::g.22848::m.22848","cluster6191",0,0,0,"N",0,"",""
"26443","NVE14894","Gene.22849::NVE14894::g.22849::m.22849","cluster4686",0,0,0,"N",0,"",""
"26444","NVE14894","Gene.22850::NVE14894::g.22850::m.22850","cluster300",0,0,0,"N",0,"",""
"26445","NVE14895","Gene.22851::NVE14895::g.22851::m.22851","cluster4",0,0,0,"N",6,"",""
"26447","NVE14898","Gene.22854::NVE14898::g.22854::m.22854","cluster6",0,0,0,"N",5,"",""
"26451","NVE14901","Gene.22860::NVE14901::g.22860::m.22860","cluster8137",0,0,0,"Y",1,"",""
"26455","NVE14906","Gene.22867::NVE14906::g.22867::m.22867","cluster649",0,0,0,"N",0,"",""
"26456","NVE14906","Gene.22868::NVE14906::g.22868::m.22868","cluster649",0,0,0,"N",0,"",""
"26457","NVE14907","Gene.22869::NVE14907::g.22869::m.22869","cluster11",0,0,0,"N",0,"",""
"26458","NVE14907","Gene.22870::NVE14907::g.22870::m.22870","cluster2783",0,0,0,"N",1,"",""
"26460","NVE14909","Gene.22873::NVE14909::g.22873::m.22873","cluster57",0,0,0,"N",0,"",""
"26461","NVE14909","Gene.22874::NVE14909::g.22874::m.22874","cluster3046",0,0,0,"N",1,"",""
"26462","NVE14911","Gene.22876::NVE14911::g.22876::m.22876","cluster3999",0,0,0,"N",0,"",""
"26463","NVE14912","Gene.22877::NVE14912::g.22877::m.22877","cluster1276",0,0,0,"N",0,"",""
"26464","NVE14913","Gene.22878::NVE14913::g.22878::m.22878","cluster848",0,0,0,"N",0,"",""
"26465","NVE14913","Gene.22879::NVE14913::g.22879::m.22879","cluster609",0,0,0,"N",2,"",""
"26466","NVE14914","Gene.22880::NVE14914::g.22880::m.22880","cluster728",0,0,0,"N",0,"",""
"26467","NVE14914","Gene.22881::NVE14914::g.22881::m.22881","cluster7363",0,0,0,"N",0,"",""
"26468","NVE14914","Gene.22882::NVE14914::g.22882::m.22882","cluster8161",0,0,0,"N",0,"",""
"26469","NVE14915","Gene.22883::NVE14915::g.22883::m.22883","cluster728",0,0,0,"N",0,"",""
"26472","NVE14918","Gene.22888::NVE14918::g.22888::m.22888","cluster1095",0,0,0,"N",0,"",""
"26473","NVE14920","Gene.22890::NVE14920::g.22890::m.22890","cluster2456",0,0,0,"N",1,"",""
"26474","NVE14921","Gene.22891::NVE14921::g.22891::m.22891","cluster2822",0,0,0,"Y",2,"",""
"26475","NVE14922","Gene.22892::NVE14922::g.22892::m.22892","cluster2698",0,0,0,"N",0,"",""
"26476","NVE14922","Gene.22893::NVE14922::g.22893::m.22893","cluster900",0,0,0,"N",0,"",""
"26477","NVE14923","Gene.22894::NVE14923::g.22894::m.22894","cluster748",0,0,0,"Y",0,"",""
"26478","NVE14925","Gene.22896::NVE14925::g.22896::m.22896","cluster329",0,0,0,"N",7,"",""
"26482","NVE14929","Gene.22903::NVE14929::g.22903::m.22903","cluster1271",0,0,0,"N",0,"",""
"26483","NVE14930","Gene.22904::NVE14930::g.22904::m.22904","cluster774",0,0,0,"N",0,"",""
"26484","NVE14930","Gene.22905::NVE14930::g.22905::m.22905","cluster4698",0,0,0,"N",0,"",""
"26485","NVE14932","Gene.22907::NVE14932::g.22907::m.22907","cluster1441",0,0,0,"N",0,"",""
"26487","NVE14936","Gene.22912::NVE14936::g.22912::m.22912","cluster161",0,0,0,"N",0,"",""
"26488","NVE14939","Gene.22915::NVE14939::g.22915::m.22915","cluster781",0,0,1,"N",0,"",""
"26489","NVE14940","Gene.22916::NVE14940::g.22916::m.22916","cluster4578",0,0,0,"N",0,"",""
"26490","NVE14940","Gene.22917::NVE14940::g.22917::m.22917","cluster8588",0,0,0,"N",0,"",""
"26491","NVE14941","Gene.22918::NVE14941::g.22918::m.22918","cluster4996",0,0,0,"N",0,"",""
"26492","NVE14942","Gene.22919::NVE14942::g.22919::m.22919","cluster3837",0,0,0,"N",0,"",""
"26494","NVE14945","Gene.22923::NVE14945::g.22923::m.22923","cluster2027",0,0,1,"N",0,"",""
"26495","NVE14945","Gene.22924::NVE14945::g.22924::m.22924","cluster1336",0,0,1,"N",0,"",""
"26496","NVE14946","Gene.22925::NVE14946::g.22925::m.22925","cluster1",0,0,0,"N",0,"",""
"26497","NVE14946","Gene.22926::NVE14946::g.22926::m.22926","cluster595",0,0,0,"N",0,"",""
"26498","NVE14950","Gene.22928::NVE14950::g.22928::m.22928","cluster481",0,0,0,"N",2,"",""
"26499","NVE14951","Gene.22929::NVE14951::g.22929::m.22929","cluster1027",0,0,1,"N",0,"",""
"26516","NVE14960","Gene.22953::NVE14960::g.22953::m.22953","cluster1287",0,0,0,"N",1,"",""
"26517","NVE14960","Gene.22954::NVE14960::g.22954::m.22954","cluster3227",0,0,0,"N",0,"",""
"26518","NVE14962","Gene.22955::NVE14962::g.22955::m.22955","cluster2606",0,0,0,"N",8,"",""
"26519","NVE14963","Gene.22956::NVE14963::g.22956::m.22956","cluster6224",0,0,0,"N",0,"",""
"26520","NVE14965","Gene.22958::NVE14965::g.22958::m.22958","cluster14",0,0,0,"Y",3,"",""
"26521","NVE14965","Gene.22959::NVE14965::g.22959::m.22959","cluster228",0,0,0,"N",1,"",""
"26522","NVE14965","Gene.22960::NVE14965::g.22960::m.22960","cluster5617",0,0,0,"N",0,"",""
"26523","NVE14967","Gene.22962::NVE14967::g.22962::m.22962","cluster350",0,0,0,"N",0,"",""
"26528","NVE14973","Gene.22972::NVE14973::g.22972::m.22972","cluster767",0,0,0,"N",7,"",""
"26529","NVE14974","Gene.22973::NVE14974::g.22973::m.22973","cluster576",0,0,0,"N",0,"",""
"26530","NVE14974","Gene.22974::NVE14974::g.22974::m.22974","cluster4020",0,0,0,"N",0,"",""
"26531","NVE14975","Gene.22975::NVE14975::g.22975::m.22975","cluster576",0,0,0,"N",0,"",""
"26532","NVE14976","Gene.22976::NVE14976::g.22976::m.22976","cluster576",0,0,0,"N",2,"",""
"26533","NVE14976","Gene.22977::NVE14976::g.22977::m.22977","cluster1856",0,0,0,"N",0,"",""
"26534","NVE14977","Gene.22978::NVE14977::g.22978::m.22978","cluster576",0,0,0,"N",0,"",""
"26535","NVE14978","Gene.22979::NVE14978::g.22979::m.22979","cluster2018",0,0,0,"N",0,"",""
"26537","NVE14981","Gene.22983::NVE14981::g.22983::m.22983","cluster3415",0,0,0,"N",0,"",""
"26538","NVE14987","Gene.22989::NVE14987::g.22989::m.22989","cluster5093",0,0,0,"N",0,"",""
"26539","NVE14988","Gene.22990::NVE14988::g.22990::m.22990","cluster13",0,0,0,"Y",0,"",""
"26540","NVE14988","Gene.22991::NVE14988::g.22991::m.22991","cluster6046",0,0,0,"N",0,"",""
"26541","NVE14988","Gene.22992::NVE14988::g.22992::m.22992","cluster4973",0,0,0,"N",2,"",""
"26543","NVE14991","Gene.22995::NVE14991::g.22995::m.22995","cluster2675",0,0,0,"N",0,"",""
"26544","NVE14991","Gene.22996::NVE14991::g.22996::m.22996","cluster2060",0,0,0,"N",0,"",""
"26545","NVE14993","Gene.22998::NVE14993::g.22998::m.22998","cluster4955",0,0,0,"N",0,"",""
"26546","NVE14994","Gene.22999::NVE14994::g.22999::m.22999","cluster20",0,0,0,"N",0,"",""
"26547","NVE14997","Gene.23002::NVE14997::g.23002::m.23002","cluster1887",0,0,0,"N",1,"",""
"26548","NVE14998","Gene.23003::NVE14998::g.23003::m.23003","cluster5209",0,0,0,"N",0,"",""
"26549","NVE14998","Gene.23004::NVE14998::g.23004::m.23004","cluster1411",0,0,0,"N",2,"",""
"26552","NVE15002","Gene.23008::NVE15002::g.23008::m.23008","cluster1661",0,0,0,"N",0,"",""
"26556","NVE15008","Gene.23017::NVE15008::g.23017::m.23017","cluster1664",0,0,0,"N",0,"",""
"26557","NVE15008","Gene.23018::NVE15008::g.23018::m.23018","cluster65",0,0,0,"N",0,"",""
"26558","NVE15009","Gene.23019::NVE15009::g.23019::m.23019","cluster5354",0,0,0,"N",1,"",""
"26559","NVE15011","Gene.23021::NVE15011::g.23021::m.23021","cluster5063",0,0,0,"N",0,"",""
"26560","NVE15011","Gene.23022::NVE15011::g.23022::m.23022","cluster171",0,0,0,"N",0,"",""
"26561","NVE15011","Gene.23023::NVE15011::g.23023::m.23023","cluster429",0,0,0,"N",0,"",""
"26562","NVE15012","Gene.23024::NVE15012::g.23024::m.23024","cluster2888",0,0,0,"N",0,"",""
"26563","NVE15014","Gene.23025::NVE15014::g.23025::m.23025","cluster391",0,0,0,"N",0,"",""
"26564","NVE15015","Gene.23026::NVE15015::g.23026::m.23026","cluster2767",0,0,0,"N",0,"",""
"26565","NVE15015","Gene.23027::NVE15015::g.23027::m.23027","cluster2926",0,0,0,"N",2,"",""
"26566","NVE15016","Gene.23028::NVE15016::g.23028::m.23028","cluster23",0,0,0,"N",1,"",""
"26567","NVE15017","Gene.23029::NVE15017::g.23029::m.23029","cluster844",0,0,0,"Y",1,"",""
"26568","NVE15017","Gene.23030::NVE15017::g.23030::m.23030","cluster346",0,0,0,"N",0,"",""
"26569","NVE15019","Gene.23032::NVE15019::g.23032::m.23032","cluster799",0,0,0,"N",3,"",""
"26570","NVE15020","Gene.23033::NVE15020::g.23033::m.23033","cluster19",0,0,0,"Y",0,"",""
"26571","NVE15021","Gene.23034::NVE15021::g.23034::m.23034","cluster4187",0,0,0,"N",1,"",""
"26572","NVE15021","Gene.23035::NVE15021::g.23035::m.23035","cluster3114",0,0,0,"N",0,"",""
"26573","NVE15022","Gene.23036::NVE15022::g.23036::m.23036","cluster19",0,0,0,"N",0,"",""
"26574","NVE15023","Gene.23037::NVE15023::g.23037::m.23037","cluster19",0,0,1,"N",11,"",""
"26575","NVE15023","Gene.23038::NVE15023::g.23038::m.23038","cluster7353",0,0,1,"N",0,"",""
"26576","NVE15023","Gene.23039::NVE15023::g.23039::m.23039","cluster98",0,0,1,"N",1,"",""
"26577","NVE15023","Gene.23040::NVE15023::g.23040::m.23040","cluster1683",0,0,1,"N",0,"",""
"26580","NVE15025","Gene.23044::NVE15025::g.23044::m.23044","cluster1054",0,0,0,"N",2,"",""
"26581","NVE15025","Gene.23045::NVE15025::g.23045::m.23045","cluster4143",0,0,0,"N",0,"",""
"26582","NVE15026","Gene.23046::NVE15026::g.23046::m.23046","cluster3384",1,0,0,"Y",0,"",""
"26584","NVE15029","Gene.23050::NVE15029::g.23050::m.23050","cluster3164",0,0,0,"N",0,"",""
"26585","NVE15030","Gene.23051::NVE15030::g.23051::m.23051","cluster3164",0,0,0,"N",1,"",""
"26586","NVE15030","Gene.23052::NVE15030::g.23052::m.23052","cluster2755",0,0,0,"N",0,"",""
"26588","NVE15033","Gene.23056::NVE15033::g.23056::m.23056","cluster747",0,0,0,"N",0,"",""
"26589","NVE15035","Gene.23058::NVE15035::g.23058::m.23058","cluster3389",0,0,0,"N",0,"",""
"26590","NVE15036","Gene.23059::NVE15036::g.23059::m.23059","cluster4759",0,0,0,"N",0,"",""
"26591","NVE15036","Gene.23060::NVE15036::g.23060::m.23060","cluster4511",0,0,0,"N",0,"",""
"26593","NVE15039","Gene.23064::NVE15039::g.23064::m.23064","cluster562",0,0,0,"N",0,"",""
"26594","NVE15041","Gene.23066::NVE15041::g.23066::m.23066","cluster59",0,0,0,"N",0,"",""
"26595","NVE15044","Gene.23069::NVE15044::g.23069::m.23069","cluster5238",0,0,0,"N",0,"",""
"26596","NVE15046","Gene.23071::NVE15046::g.23071::m.23071","cluster11",0,0,0,"N",3,"",""
"26597","NVE15049","Gene.23072::NVE15049::g.23072::m.23072","cluster23",0,0,0,"N",0,"",""
"26598","NVE15049","Gene.23073::NVE15049::g.23073::m.23073","cluster445",0,0,0,"N",0,"",""
"26599","NVE15050","Gene.23074::NVE15050::g.23074::m.23074","cluster23",0,0,0,"N",0,"",""
"26600","NVE15051","Gene.23075::NVE15051::g.23075::m.23075","cluster3231",0,0,0,"N",0,"",""
"26602","NVE15054","Gene.23079::NVE15054::g.23079::m.23079","cluster6091",0,0,0,"N",0,"",""
"26603","NVE15055","Gene.23080::NVE15055::g.23080::m.23080","cluster5088",0,0,0,"N",0,"",""
"26604","NVE15055","Gene.23081::NVE15055::g.23081::m.23081","cluster176",0,0,0,"Y",0,"",""
"26605","NVE15059","Gene.23085::NVE15059::g.23085::m.23085","cluster457",0,0,0,"N",0,"",""
"26606","NVE15060","Gene.23086::NVE15060::g.23086::m.23086","cluster3235",0,0,0,"N",0,"",""
"26607","NVE15062","Gene.23087::NVE15062::g.23087::m.23087","cluster1997",0,0,0,"N",0,"",""
"26608","NVE15063","Gene.23088::NVE15063::g.23088::m.23088","cluster1933",0,0,0,"N",2,"",""
"26609","NVE15065","Gene.23089::NVE15065::g.23089::m.23089","cluster2623",0,0,0,"N",0,"",""
"26610","NVE15068","Gene.23091::NVE15068::g.23091::m.23091","cluster1722",0,0,0,"N",0,"",""
"26611","NVE15069","Gene.23092::NVE15069::g.23092::m.23092","cluster5963",0,0,1,"Y",0,"",""
"26612","NVE15071","Gene.23094::NVE15071::g.23094::m.23094","cluster14",0,0,0,"Y",4,"",""
"26614","NVE15073","Gene.23097::NVE15073::g.23097::m.23097","cluster57",0,0,0,"Y",2,"",""
"26615","NVE15074","Gene.23098::NVE15074::g.23098::m.23098","cluster2638",0,0,0,"N",0,"",""
"26616","NVE15074","Gene.23099::NVE15074::g.23099::m.23099","cluster18",0,0,0,"N",2,"",""
"26625","NVE15080","Gene.23112::NVE15080::g.23112::m.23112","cluster5033",0,0,0,"N",0,"",""
"26626","NVE15082","Gene.23113::NVE15082::g.23113::m.23113","cluster3846",0,0,0,"N",0,"",""
"26627","NVE15083","Gene.23114::NVE15083::g.23114::m.23114","cluster916",0,0,0,"N",0,"",""
"26628","NVE15085","Gene.23116::NVE15085::g.23116::m.23116","cluster972",0,0,0,"N",0,"",""
"26629","NVE15085","Gene.23117::NVE15085::g.23117::m.23117","cluster119",0,0,0,"N",0,"",""
"26630","NVE15088","Gene.23119::NVE15088::g.23119::m.23119","cluster3619",0,0,0,"N",0,"",""
"26631","NVE15088","Gene.23120::NVE15088::g.23120::m.23120","cluster1337",0,0,0,"N",0,"",""
"26632","NVE15091","Gene.23122::NVE15091::g.23122::m.23122","cluster2913",0,0,0,"N",3,"",""
"26633","NVE15093","Gene.23124::NVE15093::g.23124::m.23124","cluster10",0,0,0,"N",0,"",""
"26634","NVE15093","Gene.23125::NVE15093::g.23125::m.23125","cluster3799",0,0,0,"N",0,"",""
"26635","NVE15096","Gene.23126::NVE15096::g.23126::m.23126","cluster264",0,0,0,"N",0,"",""
"26636","NVE15097","Gene.23127::NVE15097::g.23127::m.23127","cluster25",0,0,0,"N",0,"",""
"26637","NVE15098","Gene.23128::NVE15098::g.23128::m.23128","cluster1787",0,0,0,"N",7,"",""
"26638","NVE15098","Gene.23129::NVE15098::g.23129::m.23129","cluster2077",0,0,0,"N",0,"",""
"26639","NVE15099","Gene.23130::NVE15099::g.23130::m.23130","cluster1117",0,0,0,"N",0,"",""
"26640","NVE15100","Gene.23131::NVE15100::g.23131::m.23131","cluster1410",0,0,0,"N",0,"",""
"26641","NVE15102","Gene.23132::NVE15102::g.23132::m.23132","cluster428",0,0,0,"N",0,"",""
"26642","NVE15103","Gene.23133::NVE15103::g.23133::m.23133","cluster177",0,0,0,"N",0,"",""
"26645","NVE15107","Gene.23139::NVE15107::g.23139::m.23139","cluster4",0,0,0,"N",7,"",""
"26646","NVE15108","Gene.23140::NVE15108::g.23140::m.23140","cluster74",0,0,0,"N",0,"",""
"26647","NVE15109","Gene.23141::NVE15109::g.23141::m.23141","cluster893",0,0,0,"N",3,"",""
"26648","NVE15109","Gene.23142::NVE15109::g.23142::m.23142","cluster6333",0,0,0,"N",0,"",""
"26649","NVE15110","Gene.23143::NVE15110::g.23143::m.23143","cluster893",0,0,0,"N",10,"",""
"26650","NVE15110","Gene.23144::NVE15110::g.23144::m.23144","cluster6333",0,0,0,"N",0,"",""
"26651","NVE15112","Gene.23146::NVE15112::g.23146::m.23146","cluster587",0,0,0,"N",4,"",""
"26652","NVE15113","Gene.23147::NVE15113::g.23147::m.23147","cluster1805",0,0,1,"N",0,"",""
"26653","NVE15114","Gene.23148::NVE15114::g.23148::m.23148","cluster811",0,0,0,"N",0,"",""
"26654","NVE15115","Gene.23149::NVE15115::g.23149::m.23149","cluster597",0,0,0,"N",0,"",""
"26655","NVE15115","Gene.23150::NVE15115::g.23150::m.23150","cluster2421",0,0,0,"N",0,"",""
"26656","NVE15117","Gene.23152::NVE15117::g.23152::m.23152","cluster461",0,0,0,"N",0,"",""
"26657","NVE15117","Gene.23153::NVE15117::g.23153::m.23153","cluster2535",0,0,0,"Y",1,"",""
"26658","NVE15117","Gene.23154::NVE15117::g.23154::m.23154","cluster5918",0,0,0,"N",0,"",""
"26659","NVE15117","Gene.23155::NVE15117::g.23155::m.23155","cluster273",0,0,0,"N",1,"",""
"26660","NVE15117","Gene.23156::NVE15117::g.23156::m.23156","cluster3915",0,0,0,"N",0,"",""
"26661","NVE15118","Gene.23157::NVE15118::g.23157::m.23157","cluster4",0,0,0,"N",7,"",""
"26662","NVE15118","Gene.23158::NVE15118::g.23158::m.23158","cluster710",0,0,0,"N",0,"",""
"26663","NVE15119","Gene.23159::NVE15119::g.23159::m.23159","cluster2167",0,0,0,"N",3,"",""
"26664","NVE15120","Gene.23160::NVE15120::g.23160::m.23160","cluster3697",0,0,0,"Y",0,"",""
"26665","NVE15120","Gene.23161::NVE15120::g.23161::m.23161","cluster4616",0,0,0,"N",0,"",""
"26666","NVE15121","Gene.23162::NVE15121::g.23162::m.23162","cluster688",0,0,0,"N",0,"",""
"26667","NVE15122","Gene.23163::NVE15122::g.23163::m.23163","cluster841",0,0,0,"N",0,"",""
"26668","NVE15122","Gene.23164::NVE15122::g.23164::m.23164","cluster4668",0,0,0,"N",0,"",""
"26669","NVE15123","Gene.23165::NVE15123::g.23165::m.23165","cluster688",0,0,0,"N",4,"",""
"26670","NVE15124","Gene.23166::NVE15124::g.23166::m.23166","cluster688",0,0,0,"N",0,"",""
"26671","NVE15125","Gene.23167::NVE15125::g.23167::m.23167","cluster688",0,0,0,"N",0,"",""
"26672","NVE15125","Gene.23168::NVE15125::g.23168::m.23168","cluster688",0,0,0,"N",0,"",""
"26673","NVE15127","Gene.23170::NVE15127::g.23170::m.23170","cluster5375",0,0,0,"N",0,"",""
"26674","NVE15128","Gene.23171::NVE15128::g.23171::m.23171","cluster5375",0,0,0,"N",0,"",""
"26675","NVE15129","Gene.23172::NVE15129::g.23172::m.23172","cluster322",0,0,0,"N",0,"",""
"26676","NVE15129","Gene.23173::NVE15129::g.23173::m.23173","cluster8497",0,0,0,"N",0,"",""
"26677","NVE15129","Gene.23174::NVE15129::g.23174::m.23174","cluster111",0,0,0,"N",3,"",""
"26678","NVE15129","Gene.23175::NVE15129::g.23175::m.23175","cluster4289",0,0,0,"N",0,"",""
"26680","NVE15132","Gene.23178::NVE15132::g.23178::m.23178","cluster17",0,0,0,"N",1,"",""
"26681","NVE15133","Gene.23179::NVE15133::g.23179::m.23179","cluster11",0,0,0,"N",0,"",""
"26682","NVE15133","Gene.23180::NVE15133::g.23180::m.23180","cluster1437",0,0,0,"N",0,"",""
"26683","NVE15134","Gene.23181::NVE15134::g.23181::m.23181","cluster1181",0,0,0,"N",0,"",""
"26684","NVE15135","Gene.23182::NVE15135::g.23182::m.23182","cluster1181",0,0,0,"N",0,"",""
"26685","NVE15135","Gene.23183::NVE15135::g.23183::m.23183","cluster338",0,0,0,"N",0,"",""
"26686","NVE15135","Gene.23184::NVE15135::g.23184::m.23184","cluster6475",0,0,0,"N",0,"",""
"26687","NVE15135","Gene.23185::NVE15135::g.23185::m.23185","cluster2891",0,0,0,"N",1,"",""
"26688","NVE15135","Gene.23186::NVE15135::g.23186::m.23186","cluster1841",0,0,0,"N",0,"",""
"26689","NVE15136","Gene.23187::NVE15136::g.23187::m.23187","cluster1181",0,0,0,"N",0,"",""
"26690","NVE15136","Gene.23188::NVE15136::g.23188::m.23188","cluster338",0,0,0,"N",0,"",""
"26691","NVE15136","Gene.23189::NVE15136::g.23189::m.23189","cluster6521",0,0,0,"N",0,"",""
"26692","NVE15136","Gene.23190::NVE15136::g.23190::m.23190","cluster543",0,0,0,"N",0,"",""
"26693","NVE15137","Gene.23191::NVE15137::g.23191::m.23191","cluster712",0,0,0,"N",0,"",""
"26694","NVE15138","Gene.23192::NVE15138::g.23192::m.23192","cluster879",0,0,0,"N",0,"",""
"26695","NVE15138","Gene.23193::NVE15138::g.23193::m.23193","cluster8254",0,0,0,"N",0,"",""
"26696","NVE15139","Gene.23194::NVE15139::g.23194::m.23194","cluster6004",0,0,0,"N",0,"",""
"26697","NVE15139","Gene.23195::NVE15139::g.23195::m.23195","cluster6004",0,0,0,"N",0,"",""
"26698","NVE15141","Gene.23196::NVE15141::g.23196::m.23196","cluster3990",0,0,0,"N",0,"",""
"26699","NVE15143","Gene.23197::NVE15143::g.23197::m.23197","cluster403",0,0,0,"N",0,"",""
"26700","NVE15143","Gene.23198::NVE15143::g.23198::m.23198","cluster4723",0,0,0,"N",1,"",""
"26701","NVE15143","Gene.23199::NVE15143::g.23199::m.23199","cluster3739",0,0,0,"N",0,"",""
"26703","NVE15146","Gene.23202::NVE15146::g.23202::m.23202","cluster3538",0,0,0,"N",0,"",""
"26704","NVE15147","Gene.23203::NVE15147::g.23203::m.23203","cluster102",0,0,0,"N",0,"",""
"26705","NVE15147","Gene.23204::NVE15147::g.23204::m.23204","cluster2502",0,0,0,"N",0,"",""
"26706","NVE15148","Gene.23205::NVE15148::g.23205::m.23205","cluster102",0,0,0,"N",0,"",""
"26707","NVE15149","Gene.23206::NVE15149::g.23206::m.23206","cluster102",0,0,0,"N",0,"",""
"26708","NVE15150","Gene.23207::NVE15150::g.23207::m.23207","cluster102",0,0,0,"N",0,"",""
"26709","NVE15151","Gene.23208::NVE15151::g.23208::m.23208","cluster102",0,0,0,"N",0,"",""
"26710","NVE15152","Gene.23209::NVE15152::g.23209::m.23209","cluster102",0,0,0,"N",0,"",""
"26711","NVE15153","Gene.23210::NVE15153::g.23210::m.23210","cluster102",0,0,0,"N",0,"",""
"26712","NVE15153","Gene.23211::NVE15153::g.23211::m.23211","cluster680",0,0,0,"N",0,"",""
"26713","NVE15154","Gene.23212::NVE15154::g.23212::m.23212","cluster102",0,0,0,"N",0,"",""
